,VideoFrames,Speeds
130,Frame130.jpg,25.985965
131,Frame131.jpg,25.882752
132,Frame132.jpg,25.848527
133,Frame133.jpg,25.923090
134,Frame134.jpg,25.898218
135,Frame135.jpg,25.936657
136,Frame136.jpg,25.889446
137,Frame137.jpg,25.881018
138,Frame138.jpg,25.883611
139,Frame139.jpg,25.838685
140,Frame140.jpg,25.837266
141,Frame141.jpg,25.760130
142,Frame142.jpg,25.726610
143,Frame143.jpg,25.705029
144,Frame144.jpg,25.692820
145,Frame145.jpg,25.694555
146,Frame146.jpg,25.715744
147,Frame147.jpg,25.721072
148,Frame148.jpg,25.710090
149,Frame149.jpg,25.675076
150,Frame150.jpg,25.690365
151,Frame151.jpg,25.659273
152,Frame152.jpg,25.588452
153,Frame153.jpg,25.587607
154,Frame154.jpg,25.605106
155,Frame155.jpg,25.546981
156,Frame156.jpg,25.561611
157,Frame157.jpg,25.520048
158,Frame158.jpg,25.512851
159,Frame159.jpg,25.535949
160,Frame160.jpg,25.466815
161,Frame161.jpg,25.468195
162,Frame162.jpg,25.442955
163,Frame163.jpg,25.434670
164,Frame164.jpg,25.415651
165,Frame165.jpg,25.376169
166,Frame166.jpg,25.380297
167,Frame167.jpg,25.316710
168,Frame168.jpg,25.308004
169,Frame169.jpg,25.307879
170,Frame170.jpg,25.257910
171,Frame171.jpg,25.234153
172,Frame172.jpg,25.234548
173,Frame173.jpg,25.164560
174,Frame174.jpg,25.155528
175,Frame175.jpg,25.124563
176,Frame176.jpg,25.051880
177,Frame177.jpg,25.069608
178,Frame178.jpg,24.984767
179,Frame179.jpg,24.967705
180,Frame180.jpg,24.989188
181,Frame181.jpg,24.920120
182,Frame182.jpg,24.878731
183,Frame183.jpg,24.781530
184,Frame184.jpg,24.813369
185,Frame185.jpg,24.765025
186,Frame186.jpg,24.703236
187,Frame187.jpg,24.719001
188,Frame188.jpg,24.616928
189,Frame189.jpg,24.599527
190,Frame190.jpg,24.583681
191,Frame191.jpg,24.478286
192,Frame192.jpg,24.446610
193,Frame193.jpg,24.425899
194,Frame194.jpg,24.334192
195,Frame195.jpg,24.277394
196,Frame196.jpg,24.243752
197,Frame197.jpg,24.166103
198,Frame198.jpg,24.169954
199,Frame199.jpg,24.066184
200,Frame200.jpg,24.031755
201,Frame201.jpg,24.005790
202,Frame202.jpg,23.927473
203,Frame203.jpg,23.890764
204,Frame204.jpg,23.798889
205,Frame205.jpg,23.841604
206,Frame206.jpg,23.759881
207,Frame207.jpg,23.715390
208,Frame208.jpg,23.748295
209,Frame209.jpg,23.647204
210,Frame210.jpg,23.596707
211,Frame211.jpg,23.584715
212,Frame212.jpg,23.554050
213,Frame213.jpg,23.472504
214,Frame214.jpg,23.504016
215,Frame215.jpg,23.379037
216,Frame216.jpg,23.358512
217,Frame217.jpg,23.260696
218,Frame218.jpg,23.247885
219,Frame219.jpg,23.215724
220,Frame220.jpg,23.145633
221,Frame221.jpg,23.102612
222,Frame222.jpg,23.045069
223,Frame223.jpg,23.051338
224,Frame224.jpg,23.015295
225,Frame225.jpg,22.881877
226,Frame226.jpg,22.915834
227,Frame227.jpg,22.857471
228,Frame228.jpg,22.757829
229,Frame229.jpg,22.801015
230,Frame230.jpg,22.703557
231,Frame231.jpg,22.632107
232,Frame232.jpg,22.650746
233,Frame233.jpg,22.539414
234,Frame234.jpg,22.495062
235,Frame235.jpg,22.497131
236,Frame236.jpg,22.412535
237,Frame237.jpg,22.305346
238,Frame238.jpg,22.266352
239,Frame239.jpg,22.274608
240,Frame240.jpg,22.213149
241,Frame241.jpg,22.111782
242,Frame242.jpg,22.098621
243,Frame243.jpg,22.023265
244,Frame244.jpg,21.987600
245,Frame245.jpg,21.967380
246,Frame246.jpg,21.867499
247,Frame247.jpg,21.878563
248,Frame248.jpg,21.830777
249,Frame249.jpg,21.724761
250,Frame250.jpg,21.720484
251,Frame251.jpg,21.682866
252,Frame252.jpg,21.565654
253,Frame253.jpg,21.630614
254,Frame254.jpg,21.522918
255,Frame255.jpg,21.493050
256,Frame256.jpg,21.502722
257,Frame257.jpg,21.393423
258,Frame258.jpg,21.312005
259,Frame259.jpg,21.256784
260,Frame260.jpg,21.283194
261,Frame261.jpg,21.170907
262,Frame262.jpg,21.128252
263,Frame263.jpg,21.108952
264,Frame264.jpg,21.026714
265,Frame265.jpg,20.997039
266,Frame266.jpg,21.006357
267,Frame267.jpg,20.969367
268,Frame268.jpg,20.944717
269,Frame269.jpg,20.942738
270,Frame270.jpg,20.863276
271,Frame271.jpg,20.872582
272,Frame272.jpg,20.858857
273,Frame273.jpg,20.820238
274,Frame274.jpg,20.823964
275,Frame275.jpg,20.751848
276,Frame276.jpg,20.723851
277,Frame277.jpg,20.729127
278,Frame278.jpg,20.679543
279,Frame279.jpg,20.582223
280,Frame280.jpg,20.543176
281,Frame281.jpg,20.562831
282,Frame282.jpg,20.485892
283,Frame283.jpg,20.365818
284,Frame284.jpg,20.379100
285,Frame285.jpg,20.319317
286,Frame286.jpg,20.222046
287,Frame287.jpg,20.281935
288,Frame288.jpg,20.160613
289,Frame289.jpg,20.137914
290,Frame290.jpg,20.138333
291,Frame291.jpg,20.025060
292,Frame292.jpg,19.992256
293,Frame293.jpg,19.911347
294,Frame294.jpg,19.882995
295,Frame295.jpg,19.877321
296,Frame296.jpg,19.715738
297,Frame297.jpg,19.649489
298,Frame298.jpg,19.605410
299,Frame299.jpg,19.547851
300,Frame300.jpg,19.452522
301,Frame301.jpg,19.356058
302,Frame302.jpg,19.341933
303,Frame303.jpg,19.290832
304,Frame304.jpg,19.110332
305,Frame305.jpg,19.190850
306,Frame306.jpg,19.113866
307,Frame307.jpg,19.037851
308,Frame308.jpg,18.990706
309,Frame309.jpg,18.896681
310,Frame310.jpg,18.732623
311,Frame311.jpg,18.742782
312,Frame312.jpg,18.593645
313,Frame313.jpg,18.517665
314,Frame314.jpg,18.425153
315,Frame315.jpg,18.414805
316,Frame316.jpg,18.345416
317,Frame317.jpg,18.296095
318,Frame318.jpg,18.280873
319,Frame319.jpg,18.215723
320,Frame320.jpg,18.199875
321,Frame321.jpg,18.170798
322,Frame322.jpg,18.120178
323,Frame323.jpg,18.114072
324,Frame324.jpg,18.101441
325,Frame325.jpg,18.026191
326,Frame326.jpg,18.033098
327,Frame327.jpg,17.985449
328,Frame328.jpg,17.974486
329,Frame329.jpg,17.978176
330,Frame330.jpg,17.926244
331,Frame331.jpg,17.895649
332,Frame332.jpg,17.904253
333,Frame333.jpg,17.900632
334,Frame334.jpg,17.870866
335,Frame335.jpg,17.906272
336,Frame336.jpg,17.910780
337,Frame337.jpg,17.885157
338,Frame338.jpg,17.870561
339,Frame339.jpg,17.859622
340,Frame340.jpg,17.835110
341,Frame341.jpg,17.820890
342,Frame342.jpg,17.817578
343,Frame343.jpg,17.776329
344,Frame344.jpg,17.773368
345,Frame345.jpg,17.756399
346,Frame346.jpg,17.740411
347,Frame347.jpg,17.750502
348,Frame348.jpg,17.713229
349,Frame349.jpg,17.720286
350,Frame350.jpg,17.707938
351,Frame351.jpg,17.701258
352,Frame352.jpg,17.701865
353,Frame353.jpg,17.694371
354,Frame354.jpg,17.632586
355,Frame355.jpg,17.586225
356,Frame356.jpg,17.526406
357,Frame357.jpg,17.544085
358,Frame358.jpg,17.502712
359,Frame359.jpg,17.451329
360,Frame360.jpg,17.484430
361,Frame361.jpg,17.416052
362,Frame362.jpg,17.388921
363,Frame363.jpg,17.397132
364,Frame364.jpg,17.321062
365,Frame365.jpg,17.293555
366,Frame366.jpg,17.280179
367,Frame367.jpg,17.215000
368,Frame368.jpg,17.198205
369,Frame369.jpg,17.177024
370,Frame370.jpg,17.144791
371,Frame371.jpg,17.135780
372,Frame372.jpg,17.106082
373,Frame373.jpg,17.040895
374,Frame374.jpg,17.066623
375,Frame375.jpg,17.007221
376,Frame376.jpg,16.965812
377,Frame377.jpg,16.902998
378,Frame378.jpg,16.927943
379,Frame379.jpg,16.876896
380,Frame380.jpg,16.827640
381,Frame381.jpg,16.852029
382,Frame382.jpg,16.776187
383,Frame383.jpg,16.727212
384,Frame384.jpg,16.748829
385,Frame385.jpg,16.660815
386,Frame386.jpg,16.658419
387,Frame387.jpg,16.651665
388,Frame388.jpg,16.622098
389,Frame389.jpg,16.596606
390,Frame390.jpg,16.547330
391,Frame391.jpg,16.525286
392,Frame392.jpg,16.507766
393,Frame393.jpg,16.454513
394,Frame394.jpg,16.436982
395,Frame395.jpg,16.428845
396,Frame396.jpg,16.363859
397,Frame397.jpg,16.348094
398,Frame398.jpg,16.282683
399,Frame399.jpg,16.296509
400,Frame400.jpg,16.271328
401,Frame401.jpg,16.174741
402,Frame402.jpg,16.214317
403,Frame403.jpg,16.157124
404,Frame404.jpg,16.102732
405,Frame405.jpg,16.106655
406,Frame406.jpg,16.086453
407,Frame407.jpg,16.049456
408,Frame408.jpg,16.051216
409,Frame409.jpg,16.007865
410,Frame410.jpg,15.951593
411,Frame411.jpg,15.894406
412,Frame412.jpg,15.883973
413,Frame413.jpg,15.869272
414,Frame414.jpg,15.811602
415,Frame415.jpg,15.794933
416,Frame416.jpg,15.745741
417,Frame417.jpg,15.726425
418,Frame418.jpg,15.720598
419,Frame419.jpg,15.675835
420,Frame420.jpg,15.673611
421,Frame421.jpg,15.655756
422,Frame422.jpg,15.627181
423,Frame423.jpg,15.646816
424,Frame424.jpg,15.602119
425,Frame425.jpg,15.579875
426,Frame426.jpg,15.594948
427,Frame427.jpg,15.577295
428,Frame428.jpg,15.555608
429,Frame429.jpg,15.618620
430,Frame430.jpg,15.596103
431,Frame431.jpg,15.598693
432,Frame432.jpg,15.638159
433,Frame433.jpg,15.656410
434,Frame434.jpg,15.578146
435,Frame435.jpg,15.531089
436,Frame436.jpg,15.530522
437,Frame437.jpg,15.542079
438,Frame438.jpg,15.542342
439,Frame439.jpg,15.529362
440,Frame440.jpg,15.544828
441,Frame441.jpg,15.548348
442,Frame442.jpg,15.545864
443,Frame443.jpg,15.558583
444,Frame444.jpg,15.567834
445,Frame445.jpg,15.552205
446,Frame446.jpg,15.617641
447,Frame447.jpg,15.614487
448,Frame448.jpg,15.604403
449,Frame449.jpg,15.649430
450,Frame450.jpg,15.630264
451,Frame451.jpg,15.649289
452,Frame452.jpg,15.701191
453,Frame453.jpg,15.705422
454,Frame454.jpg,15.687132
455,Frame455.jpg,15.726955
456,Frame456.jpg,15.757108
457,Frame457.jpg,15.768657
458,Frame458.jpg,15.780862
459,Frame459.jpg,15.830419
460,Frame460.jpg,15.823170
461,Frame461.jpg,15.838748
462,Frame462.jpg,15.875624
463,Frame463.jpg,15.868013
464,Frame464.jpg,15.929014
465,Frame465.jpg,15.936420
466,Frame466.jpg,15.963043
467,Frame467.jpg,15.997256
468,Frame468.jpg,16.000294
469,Frame469.jpg,16.048715
470,Frame470.jpg,16.071336
471,Frame471.jpg,16.073721
472,Frame472.jpg,16.103754
473,Frame473.jpg,16.145752
474,Frame474.jpg,16.162403
475,Frame475.jpg,16.159864
476,Frame476.jpg,16.178023
477,Frame477.jpg,16.236986
478,Frame478.jpg,16.221460
479,Frame479.jpg,16.217188
480,Frame480.jpg,16.278296
481,Frame481.jpg,16.254800
482,Frame482.jpg,16.298243
483,Frame483.jpg,16.339359
484,Frame484.jpg,16.321399
485,Frame485.jpg,16.359128
486,Frame486.jpg,16.382156
487,Frame487.jpg,16.423409
488,Frame488.jpg,16.417712
489,Frame489.jpg,16.443979
490,Frame490.jpg,16.460496
491,Frame491.jpg,16.451782
492,Frame492.jpg,16.457459
493,Frame493.jpg,16.487735
494,Frame494.jpg,16.488839
495,Frame495.jpg,16.512347
496,Frame496.jpg,16.482478
497,Frame497.jpg,16.518075
498,Frame498.jpg,16.514661
499,Frame499.jpg,16.517764
500,Frame500.jpg,16.531880
501,Frame501.jpg,16.526951
502,Frame502.jpg,16.555249
503,Frame503.jpg,16.520121
504,Frame504.jpg,16.548351
505,Frame505.jpg,16.556675
506,Frame506.jpg,16.538771
507,Frame507.jpg,16.568003
508,Frame508.jpg,16.544490
509,Frame509.jpg,16.535499
510,Frame510.jpg,16.561499
511,Frame511.jpg,16.542190
512,Frame512.jpg,16.543448
513,Frame513.jpg,16.557562
514,Frame514.jpg,16.566169
515,Frame515.jpg,16.556605
516,Frame516.jpg,16.570418
517,Frame517.jpg,16.580516
518,Frame518.jpg,16.562177
519,Frame519.jpg,16.577028
520,Frame520.jpg,16.572893
521,Frame521.jpg,16.590643
522,Frame522.jpg,16.614449
523,Frame523.jpg,16.620514
524,Frame524.jpg,16.636675
525,Frame525.jpg,16.645457
526,Frame526.jpg,16.611129
527,Frame527.jpg,16.657846
528,Frame528.jpg,16.645958
529,Frame529.jpg,16.707041
530,Frame530.jpg,16.674124
531,Frame531.jpg,16.677512
532,Frame532.jpg,16.721720
533,Frame533.jpg,16.739936
534,Frame534.jpg,16.751187
535,Frame535.jpg,16.790234
536,Frame536.jpg,16.783236
537,Frame537.jpg,16.812558
538,Frame538.jpg,16.835089
539,Frame539.jpg,16.825195
540,Frame540.jpg,16.837534
541,Frame541.jpg,16.843719
542,Frame542.jpg,16.860487
543,Frame543.jpg,16.876560
544,Frame544.jpg,16.884602
545,Frame545.jpg,16.913861
546,Frame546.jpg,16.922980
547,Frame547.jpg,16.896026
548,Frame548.jpg,16.974919
549,Frame549.jpg,16.964687
550,Frame550.jpg,17.006133
551,Frame551.jpg,16.974850
552,Frame552.jpg,17.015042
553,Frame553.jpg,17.026478
554,Frame554.jpg,17.023531
555,Frame555.jpg,17.050935
556,Frame556.jpg,17.062122
557,Frame557.jpg,17.063496
558,Frame558.jpg,17.118941
559,Frame559.jpg,17.116624
560,Frame560.jpg,17.112070
561,Frame561.jpg,17.145810
562,Frame562.jpg,17.159537
563,Frame563.jpg,17.154466
564,Frame564.jpg,17.171054
565,Frame565.jpg,17.179673
566,Frame566.jpg,17.222761
567,Frame567.jpg,17.224564
568,Frame568.jpg,17.223354
569,Frame569.jpg,17.223373
570,Frame570.jpg,17.260710
571,Frame571.jpg,17.290239
572,Frame572.jpg,17.268331
573,Frame573.jpg,17.253500
574,Frame574.jpg,17.294589
575,Frame575.jpg,17.291935
576,Frame576.jpg,17.326415
577,Frame577.jpg,17.319426
578,Frame578.jpg,17.317434
579,Frame579.jpg,17.333616
580,Frame580.jpg,17.330645
581,Frame581.jpg,17.309512
582,Frame582.jpg,17.342974
583,Frame583.jpg,17.353450
584,Frame584.jpg,17.345175
585,Frame585.jpg,17.355721
586,Frame586.jpg,17.358381
587,Frame587.jpg,17.384412
588,Frame588.jpg,17.373850
589,Frame589.jpg,17.372270
590,Frame590.jpg,17.370947
591,Frame591.jpg,17.378427
592,Frame592.jpg,17.375183
593,Frame593.jpg,17.373487
594,Frame594.jpg,17.378253
595,Frame595.jpg,17.392385
596,Frame596.jpg,17.373938
597,Frame597.jpg,17.381478
598,Frame598.jpg,17.376368
599,Frame599.jpg,17.385073
600,Frame600.jpg,17.373850
601,Frame601.jpg,17.381336
602,Frame602.jpg,17.377884
603,Frame603.jpg,17.380602
604,Frame604.jpg,17.383297
605,Frame605.jpg,17.387647
606,Frame606.jpg,17.385992
607,Frame607.jpg,17.382180
608,Frame608.jpg,17.372289
609,Frame609.jpg,17.382248
610,Frame610.jpg,17.375353
611,Frame611.jpg,17.390186
612,Frame612.jpg,17.379182
613,Frame613.jpg,17.382460
614,Frame614.jpg,17.380332
615,Frame615.jpg,17.389412
616,Frame616.jpg,17.387074
617,Frame617.jpg,17.393268
618,Frame618.jpg,17.380472
619,Frame619.jpg,17.384893
620,Frame620.jpg,17.373103
621,Frame621.jpg,17.385309
622,Frame622.jpg,17.383070
623,Frame623.jpg,17.391201
624,Frame624.jpg,17.404724
625,Frame625.jpg,17.404062
626,Frame626.jpg,17.403852
627,Frame627.jpg,17.404158
628,Frame628.jpg,17.406330
629,Frame629.jpg,17.395276
630,Frame630.jpg,17.387772
631,Frame631.jpg,17.386512
632,Frame632.jpg,17.400358
633,Frame633.jpg,17.389369
634,Frame634.jpg,17.395267
635,Frame635.jpg,17.387020
636,Frame636.jpg,17.393792
637,Frame637.jpg,17.404562
638,Frame638.jpg,17.401751
639,Frame639.jpg,17.395766
640,Frame640.jpg,17.406964
641,Frame641.jpg,17.386298
642,Frame642.jpg,17.420158
643,Frame643.jpg,17.474613
644,Frame644.jpg,17.446048
645,Frame645.jpg,17.445287
646,Frame646.jpg,17.527802
647,Frame647.jpg,17.494453
648,Frame648.jpg,17.542953
649,Frame649.jpg,17.521034
650,Frame650.jpg,17.546914
651,Frame651.jpg,17.555158
652,Frame652.jpg,17.604875
653,Frame653.jpg,17.675381
654,Frame654.jpg,17.663558
655,Frame655.jpg,17.700915
656,Frame656.jpg,17.767309
657,Frame657.jpg,17.745582
658,Frame658.jpg,17.786492
659,Frame659.jpg,17.821049
660,Frame660.jpg,17.890929
661,Frame661.jpg,17.963418
662,Frame662.jpg,17.976169
663,Frame663.jpg,18.080200
664,Frame664.jpg,18.066455
665,Frame665.jpg,18.119991
666,Frame666.jpg,18.188557
667,Frame667.jpg,18.266248
668,Frame668.jpg,18.341597
669,Frame669.jpg,18.327987
670,Frame670.jpg,18.392398
671,Frame671.jpg,18.497652
672,Frame672.jpg,18.488852
673,Frame673.jpg,18.548176
674,Frame674.jpg,18.663420
675,Frame675.jpg,18.656165
676,Frame676.jpg,18.717218
677,Frame677.jpg,18.847604
678,Frame678.jpg,18.802266
679,Frame679.jpg,18.887023
680,Frame680.jpg,18.991404
681,Frame681.jpg,19.059908
682,Frame682.jpg,19.077223
683,Frame683.jpg,19.112356
684,Frame684.jpg,19.221734
685,Frame685.jpg,19.216901
686,Frame686.jpg,19.268927
687,Frame687.jpg,19.404083
688,Frame688.jpg,19.401162
689,Frame689.jpg,19.485605
690,Frame690.jpg,19.508945
691,Frame691.jpg,19.542924
692,Frame692.jpg,19.660117
693,Frame693.jpg,19.668178
694,Frame694.jpg,19.723249
695,Frame695.jpg,19.772587
696,Frame696.jpg,19.758959
697,Frame697.jpg,19.868049
698,Frame698.jpg,19.912902
699,Frame699.jpg,19.904911
700,Frame700.jpg,19.980942
701,Frame701.jpg,20.033577
702,Frame702.jpg,19.978869
703,Frame703.jpg,19.984424
704,Frame704.jpg,20.049583
705,Frame705.jpg,20.179338
706,Frame706.jpg,20.199063
707,Frame707.jpg,20.194065
708,Frame708.jpg,20.241186
709,Frame709.jpg,20.231926
710,Frame710.jpg,20.245507
711,Frame711.jpg,20.281187
712,Frame712.jpg,20.286342
713,Frame713.jpg,20.347300
714,Frame714.jpg,20.353191
715,Frame715.jpg,20.369883
716,Frame716.jpg,20.413796
717,Frame717.jpg,20.416120
718,Frame718.jpg,20.467355
719,Frame719.jpg,20.479317
720,Frame720.jpg,20.484872
721,Frame721.jpg,20.566550
722,Frame722.jpg,20.579292
723,Frame723.jpg,20.624977
724,Frame724.jpg,20.630964
725,Frame725.jpg,20.660393
726,Frame726.jpg,20.713403
727,Frame727.jpg,20.682495
728,Frame728.jpg,20.770802
729,Frame729.jpg,20.784335
730,Frame730.jpg,20.762694
731,Frame731.jpg,20.856346
732,Frame732.jpg,20.871036
733,Frame733.jpg,20.886284
734,Frame734.jpg,20.947410
735,Frame735.jpg,20.965967
736,Frame736.jpg,20.960698
737,Frame737.jpg,21.022418
738,Frame738.jpg,21.056330
739,Frame739.jpg,21.100131
740,Frame740.jpg,21.127199
741,Frame741.jpg,21.133818
742,Frame742.jpg,21.182492
743,Frame743.jpg,21.213268
744,Frame744.jpg,21.281692
745,Frame745.jpg,21.292800
746,Frame746.jpg,21.321235
747,Frame747.jpg,21.381613
748,Frame748.jpg,21.364435
749,Frame749.jpg,21.384668
750,Frame750.jpg,21.446207
751,Frame751.jpg,21.434238
752,Frame752.jpg,21.495466
753,Frame753.jpg,21.519578
754,Frame754.jpg,21.513832
755,Frame755.jpg,21.578462
756,Frame756.jpg,21.636775
757,Frame757.jpg,21.651084
758,Frame758.jpg,21.664355
759,Frame759.jpg,21.691847
760,Frame760.jpg,21.723532
761,Frame761.jpg,21.732517
762,Frame762.jpg,21.744673
763,Frame763.jpg,21.792980
764,Frame764.jpg,21.794875
765,Frame765.jpg,21.847403
766,Frame766.jpg,21.844628
767,Frame767.jpg,21.868172
768,Frame768.jpg,21.890881
769,Frame769.jpg,21.895057
770,Frame770.jpg,21.951870
771,Frame771.jpg,21.954630
772,Frame772.jpg,21.963172
773,Frame773.jpg,22.009935
774,Frame774.jpg,21.997005
775,Frame775.jpg,22.026124
776,Frame776.jpg,22.028198
777,Frame777.jpg,22.064630
778,Frame778.jpg,22.090806
779,Frame779.jpg,22.111534
780,Frame780.jpg,22.119714
781,Frame781.jpg,22.150058
782,Frame782.jpg,22.150303
783,Frame783.jpg,22.154248
784,Frame784.jpg,22.185456
785,Frame785.jpg,22.160720
786,Frame786.jpg,22.133503
787,Frame787.jpg,22.179944
788,Frame788.jpg,22.183296
789,Frame789.jpg,22.176075
790,Frame790.jpg,22.157912
791,Frame791.jpg,22.172853
792,Frame792.jpg,22.185906
793,Frame793.jpg,22.165609
794,Frame794.jpg,22.110256
795,Frame795.jpg,21.974706
796,Frame796.jpg,22.042490
797,Frame797.jpg,22.143387
798,Frame798.jpg,22.134150
799,Frame799.jpg,22.120739
800,Frame800.jpg,22.112081
801,Frame801.jpg,22.130141
802,Frame802.jpg,22.070214
803,Frame803.jpg,22.059238
804,Frame804.jpg,22.084061
805,Frame805.jpg,22.038972
806,Frame806.jpg,22.032479
807,Frame807.jpg,22.024641
808,Frame808.jpg,22.004645
809,Frame809.jpg,21.995104
810,Frame810.jpg,21.975219
811,Frame811.jpg,21.968397
812,Frame812.jpg,21.957021
813,Frame813.jpg,21.951919
814,Frame814.jpg,21.941105
815,Frame815.jpg,21.899646
816,Frame816.jpg,21.887786
817,Frame817.jpg,21.890198
818,Frame818.jpg,21.880123
819,Frame819.jpg,21.877367
820,Frame820.jpg,21.842335
821,Frame821.jpg,21.846909
822,Frame822.jpg,21.827529
823,Frame823.jpg,21.780539
824,Frame824.jpg,21.777415
825,Frame825.jpg,21.756327
826,Frame826.jpg,21.728845
827,Frame827.jpg,21.750761
828,Frame828.jpg,21.731858
829,Frame829.jpg,21.775942
830,Frame830.jpg,21.779082
831,Frame831.jpg,21.857261
832,Frame832.jpg,21.693483
833,Frame833.jpg,21.757597
834,Frame834.jpg,21.744358
835,Frame835.jpg,21.691414
836,Frame836.jpg,21.708246
837,Frame837.jpg,21.696124
838,Frame838.jpg,21.697913
839,Frame839.jpg,21.718732
840,Frame840.jpg,21.741981
841,Frame841.jpg,21.752400
842,Frame842.jpg,21.707795
843,Frame843.jpg,21.691556
844,Frame844.jpg,21.660494
845,Frame845.jpg,21.656108
846,Frame846.jpg,21.653079
847,Frame847.jpg,21.631302
848,Frame848.jpg,21.658113
849,Frame849.jpg,21.542934
850,Frame850.jpg,21.531426
851,Frame851.jpg,21.434586
852,Frame852.jpg,21.636266
853,Frame853.jpg,21.470561
854,Frame854.jpg,21.401829
855,Frame855.jpg,21.408849
856,Frame856.jpg,21.364095
857,Frame857.jpg,21.285639
858,Frame858.jpg,21.294228
859,Frame859.jpg,21.232377
860,Frame860.jpg,21.161466
861,Frame861.jpg,21.167644
862,Frame862.jpg,21.109949
863,Frame863.jpg,21.109535
864,Frame864.jpg,21.098881
865,Frame865.jpg,21.042339
866,Frame866.jpg,21.027883
867,Frame867.jpg,21.012418
868,Frame868.jpg,20.957779
869,Frame869.jpg,20.950802
870,Frame870.jpg,20.918166
871,Frame871.jpg,20.877443
872,Frame872.jpg,20.875444
